id,title,is_paid,price,currency,price_string,currency_symbol,url
1325716.0,Spanish for Beginners. The Complete Method. Level 1,1.0,59.99,EUR,€59.99,€,https://www.udemy.com/course/el-metodo-spanish-1/
1917546.0,Master the Coding Interview: Data Structures + Algorithms,1.0,149.99,EUR,€149.99,€,https://www.udemy.com/course/master-the-coding-interview-data-structures-algorithms/
1219332.0,Artificial Intelligence A-Z™: Learn How To Build An AI,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/artificial-intelligence-az/
694982.0,Rest API Testing (Automation) from Scratch-Rest Assured Java,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/rest-api-automation-testing-rest-assured/
308690.0,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/forex-trading/
1047846.0,Amazon Web Services (AWS) Certified 2021 - 4 Certifications!,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/aws-certified-associate-architect-developer-sysops-admin/
980086.0,Deep Learning Prerequisites: The Numpy Stack in Python (V2+),1.0,19.99,EUR,€19.99,€,https://www.udemy.com/course/deep-learning-prerequisites-the-numpy-stack-in-python/
2645936.0,AWS Certified Cloud Practitioner - Complete NEW Course 2021,1.0,89.99,EUR,€89.99,€,https://www.udemy.com/course/aws-certified-cloud-practitioner-training-course/
927356.0,Adobe Photoshop CC: A Beginner to Advanced Photoshop Course,1.0,99.99,EUR,€99.99,€,https://www.udemy.com/course/adobe-photoshop-course/
1271196.0,The complete AutoCAD 2018-21 course,1.0,29.99,EUR,€29.99,€,https://www.udemy.com/course/autocad-2018-course/
